,created_at,favorite_count,followers_count,friends_count,from_user,hashtag_count,id,links,location,mentions_count,retweet_count,statuses_count,text,url_count,verified
19,Tue Feb 24 04:07:59 +0000 2015,0,10149,247,Rezhasan,1,570072624304238592,,TRUE,1,0,76633,"""@PTI_News: Man employed as casual worker in Defence Ministry arrested in #CorporateEspionage case: Delhi Police official.""",0,FALSE
20,Tue Feb 24 04:04:59 +0000 2015,0,6084,2054,s_navroop,1,570071869807681537,,TRUE,2,27,211829,RT @thereporterme: Defence ministry employee arrested in #CorporateEspionage case! @timesofindia,0,FALSE
21,Tue Feb 24 04:04:08 +0000 2015,0,11071,5442,ravenclaw69,1,570071654841188352,,TRUE,2,27,103355,RT @thereporterme: Defence ministry employee arrested in #CorporateEspionage case! @timesofindia,0,FALSE
22,Tue Feb 24 04:02:46 +0000 2015,0,2105,37,BeingShetty,1,570071310656622592,,FALSE,1,3,26750,RT @newsxonline: Cabinet secretary high-level meet on #CorporateEspionage begins. High-level meet to frame new security guidelines.,0,FALSE
23,Tue Feb 24 04:00:12 +0000 2015,0,8002,219,TheAsianAgeNews,1,570070663119003648,,TRUE,0,1,27676,"#CorporateEspionage | Defence employee arrested, total 14 arrests made, and two FIRs filed.",0,FALSE
24,Tue Feb 24 04:00:12 +0000 2015,0,22129,831,DeccanChronicle,1,570070663114784768,,TRUE,0,1,109642,"#CorporateEspionage | Defence employee arrested, total 14 arrests made, and two FIRs filed.",0,TRUE
25,Tue Feb 24 03:57:57 +0000 2015,0,1620,905,SarkarAK67Ki,1,570070098624401408,,FALSE,2,27,28599,RT @thereporterme: Defence ministry employee arrested in #CorporateEspionage case! @timesofindia,0,FALSE
26,Tue Feb 24 03:56:07 +0000 2015,0,4012193,469,timesofindia,1,570069636353404929,,TRUE,2,27,173286,RT @thereporterme: Defence ministry employee arrested in #CorporateEspionage case! @timesofindia,0,TRUE
27,Tue Feb 24 03:55:01 +0000 2015,1,1355015,563,ibnlive,1,570069358229106688,,TRUE,0,5,298794,BREAKING | Energy consultant Lokesh has been sent to 5 days Police custody #CorporateEspionage,0,TRUE
28,Tue Feb 24 03:48:50 +0000 2015,0,1772,1200,Onedotin,1,570067802310053888,,TRUE,1,6,30273,"RT @newsxonline: Another arrest in #CorporateEspionage case. Staffer of Defence audit, in Defence Ministry arrested for providing fake id",0,FALSE
29,Tue Feb 24 03:47:54 +0000 2015,0,1076,197,RakiTweets,1,570067569052426241,,FALSE,1,6,34234,"RT @newsxonline: Another arrest in #CorporateEspionage case. Staffer of Defence audit, in Defence Ministry arrested for providing fake id",0,FALSE
30,Tue Feb 24 03:44:00 +0000 2015,3,1355015,563,ibnlive,1,570066586939187201,,TRUE,0,4,298794,JUST IN | Low level employee in Defence audit division held in #CorporateEspionage case http://t.co/uHZddjiswk,0,TRUE
31,Tue Feb 24 03:22:31 +0000 2015,2,5899,596,theRohitBansal,1,570061180552654848,http://indianexpress.com/article/india/india-others/corporate-espionage-a-month-ago-ministry-supported-oil-psus-sponsored-event-hosted-by-accused/,TRUE,1,3,23415,"जय हो RT""@saikatd: A month ago, event hosted by #CorporateEspionage accused was sponsored by Govt PSUs. 
http://t.co/5BbMXNB2Lq”",1,FALSE
32,Tue Feb 24 03:10:33 +0000 2015,0,1546,1983,sisiro,1,570058169767956480,http://ow.ly/Jybt7,TRUE,1,14,74649,RT @EconomicTimes: #CorporateEspionage: Cabinet secretary Ajit Seth to chair high-level meeting to frame new security guidelines http://t.c…,1,FALSE
33,Tue Feb 24 03:04:11 +0000 2015,0,5218,1687,sharadnirvana,1,570056565962616832,http://ow.ly/Jybt7,TRUE,1,14,48217,RT @EconomicTimes: #CorporateEspionage: Cabinet secretary Ajit Seth to chair high-level meeting to frame new security guidelines http://t.c…,1,FALSE
34,Tue Feb 24 02:59:47 +0000 2015,0,9319,5067,RDATT26,1,570055459521978368,http://ow.ly/Jybt7,TRUE,1,14,133435,RT @EconomicTimes: #CorporateEspionage: Cabinet secretary Ajit Seth to chair high-level meeting to frame new security guidelines http://t.c…,1,FALSE
35,Tue Feb 24 02:51:47 +0000 2015,0,11598,11651,LoveLight_in,1,570053447871029248,http://ow.ly/Jybt7,TRUE,1,14,26220,RT @EconomicTimes: #CorporateEspionage: Cabinet secretary Ajit Seth to chair high-level meeting to frame new security guidelines http://t.c…,1,FALSE
36,Tue Feb 24 02:48:43 +0000 2015,0,6084,2054,s_navroop,1,570052675439439873,http://ow.ly/Jybt7,TRUE,1,14,211829,RT @EconomicTimes: #CorporateEspionage: Cabinet secretary Ajit Seth to chair high-level meeting to frame new security guidelines http://t.c…,1,FALSE
37,Tue Feb 24 02:48:09 +0000 2015,0,1523,1228,SimpleCommonMan,2,570052531256037376,,FALSE,1,3,29696,RT @akhileshanandd: #CorporateEspionage : Accused say they were forced to sign on blank papers #Petrogate,0,FALSE
38,Tue Feb 24 02:45:25 +0000 2015,0,1306,379,akhileshanandd,2,570051843461484544,,TRUE,0,3,6575,#CorporateEspionage : Accused say they were forced to sign on blank papers #Petrogate,0,FALSE
39,Tue Feb 24 02:45:05 +0000 2015,5,611970,30,EconomicTimes,1,570051761001652224,http://ow.ly/Jybt7,FALSE,0,14,139975,#CorporateEspionage: Cabinet secretary Ajit Seth to chair high-level meeting to frame new security guidelines http://t.co/eQISwewATz,1,TRUE
40,Tue Feb 24 02:32:22 +0000 2015,1,2335,2112,kk0000000000,1,570048559984148481,http://timesofindia.indiatimes.com/corporate-espionage-in-ministries/top-stories/Corporate-espionage-Scandal-reaches-defence-ministry-staffer-questioned-for-over-6-hours/articleshow/46349462.cms,TRUE,0,1,47063,"#CorporateEspionage: Scandal reaches def ministry http://t.co/8G3ro3aAOZ Little more than drama, will be sorted out shortly!",1,FALSE
41,Tue Feb 24 02:30:15 +0000 2015,0,2774,208,scarysouthpaw,1,570048026665885697,http://timesofindia.indiatimes.com/corporate-espionage-in-ministries/top-stories/Corporate-espionage-CISF-men-quizzed-over-major-lapses/articleshow/46349513.cms,TRUE,0,1,8926,"CISF joins the #CorporateEspionage probe. Very likely that security in the Government offices would be tightened.

http://t.co/lqy6MxSNYR",1,FALSE
42,Tue Feb 24 02:24:41 +0000 2015,0,1378,1566,nakalcheebandar,1,570046628742041601,http://indianexpress.com/article/india/india-others/corporate-espionage-a-month-ago-ministry-supported-oil-psus-sponsored-event-hosted-by-accused/,TRUE,1,9,25630,"RT @saikatd: A month ago, industry event hosted by #CorporateEspionage accused was sponsored by Govt PSUs. 
http://t.co/V3m4oh6FIV",1,FALSE
43,Tue Feb 24 02:21:18 +0000 2015,0,1545,190,shuvankr,1,570045775259963392,http://indianexpress.com/article/india/india-others/corporate-espionage-a-month-ago-ministry-supported-oil-psus-sponsored-event-hosted-by-accused/,TRUE,1,9,130797,"RT @saikatd: A month ago, industry event hosted by #CorporateEspionage accused was sponsored by Govt PSUs. 
http://t.co/V3m4oh6FIV",1,FALSE
44,Tue Feb 24 02:20:16 +0000 2015,2,31132,368,saikatd,1,570045517020815360,http://indianexpress.com/article/india/india-others/corporate-espionage-a-month-ago-ministry-supported-oil-psus-sponsored-event-hosted-by-accused/,TRUE,0,9,20783,"A month ago, industry event hosted by #CorporateEspionage accused was sponsored by Govt PSUs. 
http://t.co/V3m4oh6FIV",1,TRUE
45,Tue Feb 24 02:17:57 +0000 2015,0,3362,554,RangaSiyaar,1,570044934402605057,http://m.hindustantimes.com/india-news/oil-min-leak-psus-were-clients-advertisers-of-consultancies-under-probe/article1-1319935.aspx,TRUE,1,4,58350,"RT @saikatd: REUP: Surprise. Govt PSUs were big advertisers &amp; subscribers of ""energy consultants"" in #CorporateEspionage web.

http://t.co/…",1,FALSE
46,Tue Feb 24 02:08:44 +0000 2015,0,31132,368,saikatd,1,570042613526433792,http://m.hindustantimes.com/india-news/oil-min-leak-psus-were-clients-advertisers-of-consultancies-under-probe/article1-1319935.aspx,TRUE,0,4,20783,"REUP: Surprise. Govt PSUs were big advertisers &amp; subscribers of ""energy consultants"" in #CorporateEspionage web.

http://t.co/V33YKRPQdG",1,TRUE
47,Tue Feb 24 01:58:17 +0000 2015,2,227969,31,TheHindu,1,570039982666092544,http://thne.ws/1FR46Rx,FALSE,0,2,75402,Editorial: More like a flood than a leak - http://t.co/MEnoP8w2mj #CorporateEspionage,1,FALSE
48,Tue Feb 24 01:58:17 +0000 2015,7,1372092,151,the_hindu,1,570039982661898240,http://thne.ws/1FR46Rx,TRUE,0,6,101888,Editorial: More like a flood than a leak - http://t.co/iOhkCkSlpf #CorporateEspionage,1,FALSE
49,Tue Feb 24 01:58:17 +0000 2015,0,6274,80,THComment,1,570039982645125120,http://thne.ws/1FR46Rx,TRUE,0,1,1910,Editorial: More like a flood than a leak - http://t.co/9PgFH03nYh #CorporateEspionage,1,FALSE
50,Tue Feb 24 01:32:04 +0000 2015,0,1108,2000,griglani,1,570033384073768960,,TRUE,1,226,17774,"RT @PadmajaJoshi: Santanu Saikia, brought to Crime Branch office, yells to waiting media: Its a 10,000 cr scam. I was doing a cover-up. #Co…",0,FALSE
51,Tue Feb 24 01:24:21 +0000 2015,0,2510,589,SwachhPolitics,1,570031444984082432,http://timesofindia.indiatimes.com/corporate-espionage-in-ministries/top-stories/Corporate-espionage-Scandal-reaches-defence-ministry-staffer-questioned-for-over-6-hours/articleshow/46349462.cms,TRUE,0,0,100611,"#CorporateEspionage 
Seems that the whole country is on SALE http://t.co/UKozu3ebo2",1,FALSE
52,Tue Feb 24 01:20:32 +0000 2015,0,2510,589,SwachhPolitics,1,570030481955102720,http://timesofindia.indiatimes.com/corporate-espionage-in-ministries/top-stories/Corporate-espionage-Scandal-reaches-defence-ministry-staffer-questioned-for-over-6-hours/articleshow/46349462.cms,TRUE,0,0,100611,"#CorporateEspionage
Scandal reaches defence ministry, staffer questioned for over 6 hours http://t.co/UKozu3ebo2",1,FALSE
53,Tue Feb 24 01:16:25 +0000 2015,0,8287,508,SatiShankar,1,570029448210173953,http://www.niticentral.com/2015/02/23/corporate-espionage-scandal-another-module-unearthed-one-arrested-303151.html,TRUE,1,0,19009,"""@NitiCentral: #CorporateEspionage scandal: Another module unearthed, one arrested http://t.co/BhykT9H3UM http://t.co/e0ONKVkQWK""",1,FALSE
54,Tue Feb 24 01:11:06 +0000 2015,0,2232,1897,NationalistNaMo,2,570028110235758592,http://www.niticentral.com/2015/02/23/corporate-espionage-scandal-another-module-unearthed-one-arrested-303151.html,TRUE,0,0,15172,"NitiCentral #UHF #CorporateEspionage scandal: Another module unearthed, one arrested http://t.co/ZGA1AWBar2 http://t.co/tjhUCEXgem",1,FALSE
55,Tue Feb 24 01:00:10 +0000 2015,3,58242,25,NitiCentral,1,570025357509664768,http://www.niticentral.com/2015/02/23/corporate-espionage-scandal-another-module-unearthed-one-arrested-303151.html,TRUE,0,5,86460,"#CorporateEspionage scandal: Another module unearthed, one arrested http://t.co/GeWozHjUOI http://t.co/VJOU4G6JH6",1,FALSE
56,Tue Feb 24 00:26:44 +0000 2015,0,10930,465,vijethshetty333,1,570016943538712578,https://twitter.com/sardesairajdeep/status/494064954962894848,TRUE,2,404,780,RT @tajinderbagga: is @SardesaiRajdeep also involve in  #CorporateEspionage  ? Why he visited power ministry on Govt holiday https://t.co/G…,1,FALSE
57,Mon Feb 23 23:30:58 +0000 2015,3,1551,1861,AyyappanRamasam,1,570002908151836672,,TRUE,0,3,9143,"Feb24,5AM
#CorporateEspionage may be a drama to divert agitation against ""Land grabbing Bill / Ordinance""",0,FALSE
58,Mon Feb 23 22:33:27 +0000 2015,0,1032,121,TamRajKillBiss,2,569988433185280001,http://thne.ws/1whmpMH,TRUE,1,2,3891,RT @TheHindu: Editorial: More like a flood than a leak http://t.co/g1qfoC7mh7 #CorporateEspionage #OilMinistryLeak,1,FALSE
59,Mon Feb 23 22:30:37 +0000 2015,0,227969,31,TheHindu,2,569987724045725696,http://thne.ws/1whmpMH,FALSE,0,2,75402,Editorial: More like a flood than a leak http://t.co/g1qfoC7mh7 #CorporateEspionage #OilMinistryLeak,1,FALSE
60,Mon Feb 23 22:30:33 +0000 2015,5,1372092,151,the_hindu,2,569987706932953088,http://thne.ws/1whmpMH,TRUE,0,4,101888,Editorial: More like a flood than a leak http://t.co/09qFqzMk7k #CorporateEspionage #OilMinistryLeak,1,FALSE
61,Mon Feb 23 22:30:33 +0000 2015,1,6274,80,THComment,2,569987706895216641,http://thne.ws/1whmpMH,TRUE,0,0,1910,Editorial: More like a flood than a leak http://t.co/oLOuS0WCIJ #CorporateEspionage #OilMinistryLeak,1,FALSE
62,Mon Feb 23 22:06:47 +0000 2015,0,1153,664,InnovativeHindu,1,569981726140862465,http://indiatoday.intoday.in/story/corporate-espionage-santanu-saikia-rs-10-000-crore-scam/1/420285.html,FALSE,1,42,136391,"RT @IndiaToday: #CorporateEspionage: It's a Rs 10,000 crore scam, says Saikia | India Today 
http://t.co/IbCn97EZpW http://t.co/dW6kwHDNuQ",1,FALSE
63,Mon Feb 23 22:00:40 +0000 2015,0,6274,80,THComment,2,569980187032428544,http://thne.ws/1whlWKw,TRUE,0,0,1910,Lead: Secrecy and information theft http://t.co/LU8qwY8zwf #CorporateEspionage #OilMinistryLeak,1,FALSE
64,Mon Feb 23 22:00:39 +0000 2015,0,227969,31,TheHindu,2,569980178937442304,http://thne.ws/1whlWKw,FALSE,0,1,75402,Lead: Secrecy and information theft http://t.co/jm2AAekjT7 #CorporateEspionage #OilMinistryLeak,1,FALSE
65,Mon Feb 23 22:00:39 +0000 2015,2,1372092,151,the_hindu,2,569980178895478784,http://thne.ws/1whlWKw,TRUE,0,0,101888,Lead: Secrecy and information theft http://t.co/ocN2GPNOuM #CorporateEspionage #OilMinistryLeak,1,FALSE
66,Mon Feb 23 19:44:15 +0000 2015,0,1241,689,S_aryan_Arya,1,569945856134131713,http://www.ibtimes.co.in/petroleum-ministry-leak-delhi-police-bust-new-corporate-espionage-racket-file-2nd-fir-624310,FALSE,1,4,26617,"RT @SwachhPolitics: #CorporateEspionage 
Petroleum Ministry Leak: Delhi Police Bust New Corporate Espionage Racket; File 2nd FIR http://t.c…",1,FALSE
67,Mon Feb 23 19:15:55 +0000 2015,0,1405,653,SoJha52,1,569938724567404544,,FALSE,1,13,39875,"RT @sonalndtv: #CorporateEspionage Case: Delhi Police makes another arrest, this time a Petroleum Ministry employee Lokesh",0,FALSE
68,Mon Feb 23 19:07:35 +0000 2015,0,1561,290,Ekhlaz,1,569936625221832704,,TRUE,2,0,227,"@forbes @AjitKumarDoval - Media houses may be involved in the #CorporateEspionage case - ""The massiv... http://t.co/gI28nqzhD5",0,FALSE
69,Mon Feb 23 17:57:52 +0000 2015,0,6917,3383,falguneome,1,569919081324941312,,TRUE,1,84,52447,"RT @Swats26: Arrested Petroleum Min staffers confessed they tried to access Defence Min also but failed coz ""modules"" were different! #Corp…",0,FALSE
70,Mon Feb 23 17:57:28 +0000 2015,0,5814,950,cooladitaya,1,569918981680705536,,FALSE,1,84,111235,"RT @Swats26: Arrested Petroleum Min staffers confessed they tried to access Defence Min also but failed coz ""modules"" were different! #Corp…",0,FALSE
71,Mon Feb 23 16:53:44 +0000 2015,0,2230,701,blackpe2rl,1,569902944272777217,http://zeenews.india.com/news/india/corporate-espionage-case-its-a-rs-10000-cr-scam-claims-santanu-saikia_1550305.html,TRUE,1,3,130191,"RT @IndiaGkTime: Corporate Espionage case : It's a Rs.10,000 Crore scam, claims Santanu Saikia, journalist. http://t.co/R5e18lhbUA #Corpora…",1,FALSE
72,Mon Feb 23 16:53:05 +0000 2015,1,3314,1442,rameshsethu,1,569902778128080896,,TRUE,3,1,130667,Dear @PMOIndia @narendramodi  @AmitShahOffice - The cos in which a minister has invested getting caught in #CorporateEspionage isn't good,0,FALSE
73,Mon Feb 23 16:37:49 +0000 2015,0,2982,2559,csawarkar,1,569898937307377664,http://www.ibtimes.co.in/petroleum-ministry-leak-delhi-police-bust-new-corporate-espionage-racket-file-2nd-fir-624310,TRUE,1,4,65275,"RT @SwachhPolitics: #CorporateEspionage 
Petroleum Ministry Leak: Delhi Police Bust New Corporate Espionage Racket; File 2nd FIR http://t.c…",1,FALSE
74,Mon Feb 23 16:37:40 +0000 2015,0,1656,680,RAJKUMARINDIA1,1,569898898522648577,http://www.ibtimes.co.in/petroleum-ministry-leak-delhi-police-bust-new-corporate-espionage-racket-file-2nd-fir-624310,FALSE,1,4,90576,"RT @SwachhPolitics: #CorporateEspionage 
Petroleum Ministry Leak: Delhi Police Bust New Corporate Espionage Racket; File 2nd FIR http://t.c…",1,FALSE
75,Mon Feb 23 16:34:15 +0000 2015,1,2510,589,SwachhPolitics,1,569898039747301376,http://www.ibtimes.co.in/petroleum-ministry-leak-delhi-police-bust-new-corporate-espionage-racket-file-2nd-fir-624310,TRUE,0,4,100611,"#CorporateEspionage 
Petroleum Ministry Leak: Delhi Police Bust New Corporate Espionage Racket; File 2nd FIR http://t.co/jErrMra6Cy",1,FALSE
76,Mon Feb 23 16:29:37 +0000 2015,0,1354,1651,iRitesh_k,1,569896873898565632,,FALSE,1,13,56819,"RT @sonalndtv: #CorporateEspionage Case: Delhi Police makes another arrest, this time a Petroleum Ministry employee Lokesh",0,FALSE
77,Mon Feb 23 16:27:26 +0000 2015,0,2067,843,SureshB127,1,569896323945603073,http://www.newsroompost.com/167167/corporate-espionage-5000-6000-documents-leaked-past-8-yrs/,TRUE,1,0,57638,"RT @Newsroompostcom: #CorporateEspionage 

5000-6000 documents leaked in past 8 yrs http://t.co/f1V8rbQHyr http://t.co/mz8gnUQWjG",1,FALSE
78,Mon Feb 23 16:05:48 +0000 2015,0,2230,701,blackpe2rl,1,569890880083009538,,TRUE,2,162,130191,RT @thekiranbedi: (This detection will strengthen Credible Governance) @TimesNow: 7 accused to be produced in Patiala House Court shortly #…,0,FALSE
79,Mon Feb 23 16:03:01 +0000 2015,4,27087,12976,Newsroompostcom,1,569890178925338624,http://www.newsroompost.com/167167/corporate-espionage-5000-6000-documents-leaked-past-8-yrs/,TRUE,0,10,22962,"#CorporateEspionage 

5000-6000 documents leaked in past 8 yrs http://t.co/6quH2lh64S http://t.co/NznOjiVitM",1,FALSE
80,Mon Feb 23 15:47:06 +0000 2015,1,2510,589,SwachhPolitics,1,569886173222477825,,TRUE,0,2,100611,"Ministry staff face bribery charges. 
Home Ministry took bribe to make fake entry passes in #CorporateEspionage http://t.co/cCRoZ0VVIm",0,FALSE
81,Mon Feb 23 15:30:21 +0000 2015,1,1325,534,IndiaIncorp,3,569881956722147330,http://goo.gl/6RQ2ZV,TRUE,0,1,5439,India cracks down on anti-transparency http://t.co/22HpWqdGHt     #CorporateEspionage #IndiaInc #Analysis,1,FALSE
82,Mon Feb 23 15:29:54 +0000 2015,0,1142,358,iankitvora,1,569881847485882368,,TRUE,3,28,6633,RT @KejriBai: Main Accused Santanu Saikia is an active member of Greenpeace &amp; also member of AAP. Thx. #CorporateEspionage @YesIamSaffron @…,0,FALSE
83,Mon Feb 23 14:56:56 +0000 2015,0,1091,215,sreemoytalukdar,1,569873548245798913,http://www.opindia.com/2015/02/why-corporateespionage-leaks-the-real-agendas-of-some/,TRUE,1,0,53551,"Where @bhak_sala does some serious 'liberal' slaying on l'affaire 
#CorporateEspionage http://t.co/y7b0h2ORBb",1,FALSE
84,Mon Feb 23 14:52:21 +0000 2015,0,4322,3760,satishchoubey7,1,569872393935564800,,FALSE,3,28,48033,RT @KejriBai: Main Accused Santanu Saikia is an active member of Greenpeace &amp; also member of AAP. Thx. #CorporateEspionage @YesIamSaffron @…,0,FALSE
85,Mon Feb 23 14:50:43 +0000 2015,0,1153,664,InnovativeHindu,1,569871983342710784,,FALSE,1,4,136391,"RT @TimesNow: Suspect in the #CorporateEspionage case, Lokesh produced before court. Police demand Lokesh’s custody.",0,FALSE
86,Mon Feb 23 14:50:39 +0000 2015,0,4637,753,SharmaHDL,1,569871968624726016,,TRUE,3,28,23541,RT @KejriBai: Main Accused Santanu Saikia is an active member of Greenpeace &amp; also member of AAP. Thx. #CorporateEspionage @YesIamSaffron @…,0,FALSE
87,Mon Feb 23 14:50:31 +0000 2015,0,1153,664,InnovativeHindu,1,569871933694717952,,FALSE,1,10,136391,RT @TimesNow: #CorporateEspionage case: Delhi court remands one of the accused to 5 days in police custody.,0,FALSE
88,Mon Feb 23 14:39:42 +0000 2015,0,15503,400,YesIamSaffron,1,569869212304281600,,FALSE,3,28,75669,RT @KejriBai: Main Accused Santanu Saikia is an active member of Greenpeace &amp; also member of AAP. Thx. #CorporateEspionage @YesIamSaffron @…,0,FALSE
89,Mon Feb 23 14:22:58 +0000 2015,0,1589,662,AmanKayamHai,1,569864999784427521,,TRUE,1,5,6527,RT @ibnlive: BREAKING | Cabinet secy to hold meeting to follow up on security guidelines #CorporateEspionage,0,FALSE
90,Mon Feb 23 14:22:50 +0000 2015,0,1589,662,AmanKayamHai,1,569864967828041729,,TRUE,1,8,6527,RT @ibnlive: BREAKING | Guidelines issued to all govt officers after #CorporateEspionage case,0,FALSE
91,Mon Feb 23 14:21:29 +0000 2015,0,2757,1989,simbamara,1,569864627544317952,http://www.newsroompost.com/167167/corporate-espionage-5000-6000-documents-leaked-past-8-yrs/,TRUE,0,1,49782,#CorporateEspionage : 5000-6000 documents leaked in past 8 yrs http://t.co/FXEOuWLg96 … http://t.co/W4RMNmnQGW,1,FALSE
92,Mon Feb 23 13:59:51 +0000 2015,0,1928,2081,BHANWARLALSUTH7,1,569859181731131395,,TRUE,3,3,18792,RT @KejriBai: Main Accused Santanu Saikia is an active member of Greenpeace &amp; also member of AAP. Thx. #CorporateEspionage @MrsGandhi @taji…,0,FALSE
93,Mon Feb 23 13:58:22 +0000 2015,1,1314,12,Atheist_Club,1,569858809902063618,,TRUE,1,0,91725,"@SB1Maitri For obvious reasons,DelhiPolice works for the center, they will write anything to save the government face. #CorporateEspionage",0,FALSE
94,Mon Feb 23 13:55:56 +0000 2015,0,4720,2210,vijesh21,1,569858197135077376,,TRUE,3,28,27847,RT @KejriBai: Main Accused Santanu Saikia is an active member of Greenpeace &amp; also member of AAP. Thx. #CorporateEspionage @YesIamSaffron @…,0,FALSE
95,Mon Feb 23 13:51:35 +0000 2015,1,5035,1164,waxc9,1,569857104955052032,,FALSE,1,0,28041,.@indiatvnews All consultants are actually dalaals they never take responsibility for anything. #CorporateEspionage,0,FALSE
96,Mon Feb 23 13:51:08 +0000 2015,0,2757,1989,simbamara,1,569856988831723520,,TRUE,0,0,49782,BREAKING | Cabinet secy to hold meeting to follow up on security guidelines #CorporateEspionage,0,FALSE
97,Mon Feb 23 13:50:20 +0000 2015,0,4747,1762,gary_1980in,1,569856788683558913,,TRUE,3,3,51533,RT @KejriBai: Main Accused Santanu Saikia is an active member of Greenpeace &amp; also member of AAP. Thx. #CorporateEspionage @MrsGandhi @taji…,0,FALSE
98,Mon Feb 23 13:50:13 +0000 2015,0,2958,2753,Manitobagal,1,569856761126989827,,TRUE,1,8,94118,RT @ibnlive: BREAKING | Guidelines issued to all govt officers after #CorporateEspionage case,0,FALSE
