N,-0.3025,1.548,0.0555,1,-0.0604,-0.3506,1,0,0,0
S,-0.2989,-0.3828,0.3456,0,0.1265,3.037,1,1,0,1
S,0.5463,-0.5587,-0.1815,0,-0.322,-0.1087,2,0,1,1
S,-0.2882,6.0006,0.2553,2,-0.3407,-0.1087,1,1,0,1
S,-0.3095,-0.4964,0.1643,1,-0.2099,-0.3506,1,0,0,1
S,-0.281,-0.2866,1.2427,1,-0.2099,-0.3506,1,0,0,1
S,-0.3061,-0.4673,0.261,1,-0.2099,-0.3506,1,0,0,1
S,-0.3015,-0.5201,-0.4075,1,-0.2099,-0.3506,1,0,1,1
S,-0.2954,-0.4367,-0.0388,0,-0.2099,-0.1087,1,0,0,1
S,-0.2902,-0.5317,-0.9413,1,5.9383,-0.3506,1,0,0,1
N,-0.3097,0.4159,-0.9634,0,-0.322,-0.1087,1,0,0,1
S,-0.3002,-0.3257,0.0849,1,-0.2286,-0.3506,1,0,0,0
C,-0.2563,-0.4583,-0.5595,0,-0.3781,-0.3506,3,0,0,1
N,-0.3097,0.4159,-0.9634,0,-0.3407,-0.1087,1,0,0,1
N,-0.3097,0.4159,-0.9634,0,-0.3594,0.1333,1,0,0,1
S,-0.2126,-0.5043,1.5857,0,-0.3594,-0.3506,2,0,1,1
C,-0.2954,-0.4367,-0.0388,0,-0.3594,-0.3506,1,1,0,1
C,-0.2756,-0.5154,2.0694,0,-0.266,0.3753,1,1,0,1
C,-0.3096,-0.4118,-0.0703,1,-0.266,-0.3506,1,1,0,0
N,-0.3081,-0.256,0.2897,0,-0.3781,-0.3506,2,0,0,1
S,-0.3073,0.1486,-0.0128,1,5.9383,-0.3506,1,0,0,1
S,-0.2606,-0.3727,-0.8039,0,0.0517,0.8592,1,1,1,1
C,1.9141,-0.4567,1.7466,0,-0.3407,0.1333,1,1,1,1
C,-0.3064,-0.5354,-1.0648,0,-0.3781,-0.3506,1,1,0,0
S,-0.3061,0.7699,-0.845,1,-0.322,-0.3506,2,0,0,1
N,-0.3096,0.2812,-1.0275,0,-0.3781,-0.1087,2,0,0,1
N,-0.3096,0.2812,-1.0275,1,-0.3594,-0.3506,1,0,0,1
N,-0.3102,0.3684,-0.803,1,0.5376,-0.3506,1,0,0,1
N,-0.3089,-0.4625,-0.8245,1,-0.3781,-0.1087,1,0,0,1
N,-0.1582,-0.1773,-1.0574,0,0.7058,5.6987,1,0,1,1
N,-0.3024,1.5548,0.0639,1,-0.2473,-0.3506,1,0,0,0
N,-0.3095,-0.4472,-0.903,0,-0.3594,-0.1087,1,0,0,1
N,-0.3061,0.175,-0.0002,1,1.2851,-0.3506,2,0,0,1
N,-0.2932,0.1032,-0.5005,1,-0.2846,6.1826,2,0,0,1
N,-0.2928,-0.5376,-0.9225,1,0.1825,-0.3506,1,0,0,1
N,-0.2648,8.8193,-0.7517,0,2.7614,0.6172,1,1,0,1
N,-0.3061,-0.2291,-0.3735,0,0.1825,3.037,1,0,0,1
N,-0.2424,0.0245,2.844,1,0.033,-0.3506,1,0,0,0
N,-0.2756,-0.1963,0.5907,0,-0.3594,-0.3506,1,1,0,1
N,-0.2807,-0.2866,1.2523,3,0.9861,-0.3506,1,0,0,1
N,-0.307,-0.5634,0.0035,0,-0.3407,-0.3506,1,1,0,1
N,-0.3075,-0.3236,-0.154,0,-0.266,-0.3506,1,0,0,1
N,-0.2954,-0.4361,-0.0354,0,-0.2099,-0.1087,1,0,0,1
N,-0.3039,2.0799,0.0472,0,-0.322,-0.3506,7,0,0,1
